id_venta,producto,precio,cantidad,fecha_venta,categoria
1224,aspiradora,110.58,4.0,2024-04-19,electrodomesticos
1459,batidora,66.73,8.0,2024-04-19,electrodomesticos
1943,microondas,82.6,10.0,2024-04-19,electrodomesticos
2095,auriculares,117.6,3.0,2024-04-19,electronica
2375,auriculares,73.7,10.0,2024-04-19,electronica
198,rincon de plantas,115.15,11.0,2024-04-20,decoracion
833,espejo decorativo,119.87,10.0,2024-04-20,decoracion
1425,lavadora,118.77,8.0,2024-04-20,electrodomesticos
1680,plancha de vapor,110.3,9.0,2024-04-20,electrodomesticos
1701,freidora electrica,87.64,7.0,2024-04-20,electrodomesticos
2176,laptop,36.36,7.0,2024-04-20,electronica
2413,smartphone,76.69,3.0,2024-04-20,electronica
2844,tablet,53.22,7.0,2024-04-20,electronica
249,lampara de mesa,95.05,1.0,2024-04-21,decoracion
452,cuadro decorativo,119.07,12.0,2024-04-21,decoracion
563,espejo decorativo,65.35,10.0,2024-04-21,decoracion
934,jarron decorativo,96.24,11.0,2024-04-21,decoracion
1193,microondas,90.55,4.0,2024-04-21,electrodomesticos
1230,plancha de vapor,90.85,2.0,2024-04-21,electrodomesticos
1307,horno electrico,85.42,11.0,2024-04-21,electrodomesticos
2212,televisor,38.98,11.0,2024-04-21,electronica
2369,proyector,87.64,2.0,2024-04-21,electronica
2523,smartphone,56.73,1.0,2024-04-21,electronica
2611,parlantes bluetooth,48.89,12.0,2024-04-21,electronica
281,lampara de mesa,42.17,8.0,2024-04-22,decoracion
305,alfombra,91.25,2.0,2024-04-22,decoracion
422,cuadro decorativo,47.37,9.0,2024-04-22,decoracion
538,rincon de plantas,119.89,4.0,2024-04-22,decoracion
741,lampara de mesa,98.0,12.0,2024-04-22,decoracion
1010,plancha de vapor,37.94,8.0,2024-04-22,electrodomesticos
1203,microondas,96.53,1.0,2024-04-22,electrodomesticos
1841,freidora electrica,58.26,2.0,2024-04-22,electrodomesticos
2887,camara digital,118.02,1.0,2024-04-22,electronica
209,lampara de mesa,97.04,12.0,2024-04-23,decoracion
299,lampara de mesa,119.55,3.0,2024-04-23,decoracion
1477,horno electrico,118.26,11.0,2024-04-23,electrodomesticos
1952,heladera,115.09,2.0,2024-04-23,electrodomesticos
2214,tablet,81.56,8.0,2024-04-23,electronica
2993,auriculares,38.79,7.0,2024-04-23,electronica
434,jarron decorativo,39.89,2.0,2024-04-24,decoracion
945,alfombra,60.74,12.0,2024-04-24,decoracion
1057,horno electrico,30.51,3.0,2024-04-24,electrodomesticos
1320,plancha de vapor,73.95,4.0,2024-04-24,electrodomesticos
2227,camara digital,46.25,8.0,2024-04-24,electronica
2312,televisor,108.25,8.0,2024-04-24,electronica
2565,auriculares,49.7,3.0,2024-04-24,electronica
2962,televisor,118.65,5.0,2024-04-24,electronica
159,lampara de mesa,49.91,6.0,2024-04-25,decoracion
320,adorno de pared,37.38,6.0,2024-04-25,decoracion
341,lampara de mesa,79.34,1.0,2024-04-25,decoracion
673,espejo decorativo,26.33,7.0,2024-04-25,decoracion
701,lampara de mesa,95.05,3.0,2024-04-25,decoracion
1041,freidora electrica,89.99,6.0,2024-04-25,electrodomesticos
1212,heladera,33.95,11.0,2024-04-25,electrodomesticos
1802,heladera,27.75,11.0,2024-04-25,electrodomesticos
1846,secadora,124.29,2.0,2024-04-25,electrodomesticos
2262,televisor,48.3,2.0,2024-04-25,electronica
2713,smartphone,28.75,9.0,2024-04-25,electronica
2827,camara digital,35.99,2.0,2024-04-25,electronica
765,alfombra,72.71,1.0,2024-04-26,decoracion
1119,batidora,59.86,3.0,2024-04-26,electrodomesticos
2027,camara digital,69.96,10.0,2024-04-26,electronica
2088,smartwatch,111.58,9.0,2024-04-26,electronica
2101,parlantes bluetooth,82.23,2.0,2024-04-26,electronica
2147,camara digital,74.37,6.0,2024-04-26,electronica
2363,smartphone,88.02,12.0,2024-04-26,electronica
2504,auriculares,76.65,10.0,2024-04-26,electronica
2580,consola de videojuegos,107.55,7.0,2024-04-26,electronica
2646,laptop,111.98,8.0,2024-04-26,electronica
51,lampara de mesa,112.42,5.0,2024-04-27,decoracion
359,lampara de mesa,72.78,7.0,2024-04-27,decoracion
375,alfombra,70.93,8.0,2024-04-27,decoracion
537,elementos de ceramica,124.38,5.0,2024-04-27,decoracion
844,jarron decorativo,61.72,7.0,2024-04-27,decoracion
1804,aspiradora,43.25,7.0,2024-04-27,electrodomesticos
2201,parlantes bluetooth,41.53,7.0,2024-04-27,electronica
2287,camara digital,26.79,11.0,2024-04-27,electronica
2465,auriculares,93.52,3.0,2024-04-27,electronica
2528,smartwatch,54.61,1.0,2024-04-27,electronica
2559,proyector,86.2,8.0,2024-04-27,electronica
2633,smartphone,35.18,12.0,2024-04-27,electronica
2645,auriculares,122.64,10.0,2024-04-27,electronica
109,lampara de mesa,103.94,9.0,2024-04-28,decoracion
518,rincon de plantas,113.79,7.0,2024-04-28,decoracion
1277,horno electrico,41.9,4.0,2024-04-28,electrodomesticos
1329,batidora,55.84,7.0,2024-04-28,electrodomesticos
1830,plancha de vapor,120.94,11.0,2024-04-28,electrodomesticos
1964,aspiradora,52.92,10.0,2024-04-28,electrodomesticos
2877,camara digital,45.1,1.0,2024-04-28,electronica
202,cuadro decorativo,106.72,4.0,2024-04-29,decoracion
294,jarron decorativo,50.35,3.0,2024-04-29,decoracion
493,espejo decorativo,109.32,10.0,2024-04-29,decoracion
799,lampara de mesa,102.9,5.0,2024-04-29,decoracion
1096,secadora,115.14,10.0,2024-04-29,electrodomesticos
1281,freidora electrica,60.99,12.0,2024-04-29,electrodomesticos
1715,lavadora,119.22,11.0,2024-04-29,electrodomesticos
2089,proyector,95.13,12.0,2024-04-29,electronica
2367,camara digital,91.04,8.0,2024-04-29,electronica
124,jarron decorativo,93.39,7.0,2024-04-30,decoracion
177,elementos de ceramica,64.17,4.0,2024-04-30,decoracion
255,alfombra,68.38,7.0,2024-04-30,decoracion
709,lampara de mesa,98.77,2.0,2024-04-30,decoracion
975,alfombra,28.96,5.0,2024-04-30,decoracion
988,rincon de plantas,115.47,1.0,2024-04-30,decoracion
1036,secadora,42.32,7.0,2024-04-30,electrodomesticos
1205,lavadora,42.38,6.0,2024-04-30,electrodomesticos
1401,freidora electrica,122.99,7.0,2024-04-30,electrodomesticos
1762,heladera,27.82,10.0,2024-04-30,electrodomesticos
2629,proyector,94.3,1.0,2024-04-30,electronica
306,cortinas,96.05,5.0,2024-05-01,decoracion
475,alfombra,120.18,3.0,2024-05-01,decoracion
901,lampara de mesa,39.72,2.0,2024-05-01,decoracion
972,cuadro decorativo,26.2,10.0,2024-05-01,decoracion
1245,lavadora,81.58,12.0,2024-05-01,electrodomesticos
1726,secadora,101.27,7.0,2024-05-01,electrodomesticos
1973,microondas,38.03,11.0,2024-05-01,electrodomesticos
2182,televisor,105.46,11.0,2024-05-01,electronica
2926,laptop,50.36,6.0,2024-05-01,electronica
100,adorno de pared,112.16,8.0,2024-05-02,decoracion
536,cortinas,107.95,1.0,2024-05-02,decoracion
1028,cafetera,108.44,5.0,2024-05-02,electrodomesticos
1045,lavadora,51.22,4.0,2024-05-02,electrodomesticos
1152,heladera,116.86,5.0,2024-05-02,electrodomesticos
1217,horno electrico,88.92,8.0,2024-05-02,electrodomesticos
1310,plancha de vapor,43.78,9.0,2024-05-02,electrodomesticos
1842,heladera,65.18,1.0,2024-05-02,electrodomesticos
1969,batidora,72.9,1.0,2024-05-02,electrodomesticos
2191,parlantes bluetooth,124.34,11.0,2024-05-02,electronica
2510,consola de videojuegos,70.04,12.0,2024-05-02,electronica
2621,parlantes bluetooth,119.91,9.0,2024-05-02,electronica
2775,auriculares,104.06,11.0,2024-05-02,electronica
2988,smartwatch,100.8,4.0,2024-05-02,electronica
220,adorno de pared,55.36,9.0,2024-05-03,decoracion
819,lampara de mesa,122.57,6.0,2024-05-03,decoracion
1004,aspiradora,107.0,8.0,2024-05-03,electrodomesticos
1439,batidora,71.74,9.0,2024-05-03,electrodomesticos
1819,batidora,87.56,9.0,2024-05-03,electrodomesticos
2404,auriculares,102.65,4.0,2024-05-03,electronica
2435,auriculares,39.55,3.0,2024-05-03,electronica
2463,smartphone,67.59,2.0,2024-05-03,electronica
2985,auriculares,58.92,3.0,2024-05-03,electronica
16,cortinas,32.47,5.0,2024-05-04,decoracion
342,cuadro decorativo,61.9,5.0,2024-05-04,decoracion
806,cortinas,119.32,9.0,2024-05-04,decoracion
903,espejo decorativo,81.45,2.0,2024-05-04,decoracion
1056,secadora,109.52,10.0,2024-05-04,electrodomesticos
1666,secadora,99.75,4.0,2024-05-04,electrodomesticos
1672,heladera,63.1,12.0,2024-05-04,electrodomesticos
1932,heladera,31.46,9.0,2024-05-04,electrodomesticos
311,lampara de mesa,33.89,2.0,2024-05-05,decoracion
353,espejo decorativo,43.92,11.0,2024-05-05,decoracion
650,adorno de pared,43.11,4.0,2024-05-05,decoracion
656,cortinas,107.26,2.0,2024-05-05,decoracion
1387,horno electrico,61.15,3.0,2024-05-05,electrodomesticos
1484,aspiradora,79.74,6.0,2024-05-05,electrodomesticos
1845,lavadora,119.69,5.0,2024-05-05,electrodomesticos
2403,smartphone,74.39,3.0,2024-05-05,electronica
2445,auriculares,93.33,6.0,2024-05-05,electronica
2898,smartwatch,108.81,10.0,2024-05-05,electronica
98,rincon de plantas,91.3,6.0,2024-05-06,decoracion
550,adorno de pared,98.99,8.0,2024-05-06,decoracion
751,lampara de mesa,91.99,11.0,2024-05-06,decoracion
915,alfombra,43.37,11.0,2024-05-06,decoracion
1304,aspiradora,99.07,8.0,2024-05-06,electrodomesticos
2211,parlantes bluetooth,108.16,3.0,2024-05-06,electronica
2264,auriculares,58.19,6.0,2024-05-06,electronica
2708,smartwatch,115.3,10.0,2024-05-06,electronica
2780,consola de videojuegos,65.35,6.0,2024-05-06,electronica
2801,parlantes bluetooth,97.22,1.0,2024-05-06,electronica
998,rincon de plantas,65.82,1.0,2024-05-07,decoracion
1748,cafetera,61.63,3.0,2024-05-07,electrodomesticos
1896,secadora,37.22,4.0,2024-05-07,electrodomesticos
1967,horno electrico,68.97,5.0,2024-05-07,electrodomesticos
2415,auriculares,35.87,5.0,2024-05-07,electronica
22,cuadro decorativo,122.36,6.0,2024-05-08,decoracion
491,lampara de mesa,118.22,11.0,2024-05-08,decoracion
873,espejo decorativo,120.9,6.0,2024-05-08,decoracion
937,elementos de ceramica,121.14,2.0,2024-05-08,decoracion
997,elementos de ceramica,56.49,10.0,2024-05-08,decoracion
1000,adorno de pared,74.64,11.0,2024-05-08,decoracion
1146,secadora,96.67,7.0,2024-05-08,electrodomesticos
1175,lavadora,82.41,2.0,2024-05-08,electrodomesticos
1747,horno electrico,87.9,2.0,2024-05-08,electrodomesticos
1970,plancha de vapor,113.7,5.0,2024-05-08,electrodomesticos
1972,heladera,105.49,3.0,2024-05-08,electrodomesticos
2163,smartphone,106.39,12.0,2024-05-08,electronica
14,jarron decorativo,29.77,5.0,2024-05-09,decoracion
94,jarron decorativo,34.6,1.0,2024-05-09,decoracion
619,lampara de mesa,43.29,11.0,2024-05-09,decoracion
1108,cafetera,84.64,9.0,2024-05-09,electrodomesticos
1938,cafetera,107.9,11.0,2024-05-09,electrodomesticos
2473,smartphone,75.13,12.0,2024-05-09,electronica
2840,consola de videojuegos,69.43,3.0,2024-05-09,electronica
2974,auriculares,79.28,2.0,2024-05-09,electronica
1151,freidora electrica,75.33,11.0,2024-05-10,electrodomesticos
1658,cafetera,94.79,12.0,2024-05-10,electrodomesticos
2131,parlantes bluetooth,98.97,7.0,2024-05-10,electronica
2333,smartphone,109.48,5.0,2024-05-10,electronica
2649,proyector,44.93,5.0,2024-05-10,electronica
2679,proyector,48.62,1.0,2024-05-10,electronica
2941,parlantes bluetooth,36.25,4.0,2024-05-10,electronica
219,lampara de mesa,114.9,10.0,2024-05-11,decoracion
460,adorno de pared,93.62,6.0,2024-05-11,decoracion
1116,secadora,56.24,8.0,2024-05-11,electrodomesticos
1407,horno electrico,97.47,11.0,2024-05-11,electrodomesticos
1468,cafetera,111.23,2.0,2024-05-11,electrodomesticos
2364,auriculares,94.13,10.0,2024-05-11,electronica
2672,televisor,79.54,1.0,2024-05-11,electronica
2772,televisor,107.31,3.0,2024-05-11,electronica
495,alfombra,90.94,12.0,2024-05-12,decoracion
973,espejo decorativo,54.84,5.0,2024-05-12,decoracion
1269,batidora,46.78,5.0,2024-05-12,electrodomesticos
1765,lavadora,95.85,8.0,2024-05-12,electrodomesticos
1789,batidora,45.45,12.0,2024-05-12,electrodomesticos
2860,consola de videojuegos,100.61,6.0,2024-05-12,electronica
2888,smartwatch,66.44,3.0,2024-05-12,electronica
147,elementos de ceramica,32.0,2.0,2024-05-13,decoracion
1087,horno electrico,52.09,7.0,2024-05-13,electrodomesticos
1103,microondas,96.18,2.0,2024-05-13,electrodomesticos
1682,heladera,47.08,1.0,2024-05-13,electrodomesticos
1966,secadora,27.27,9.0,2024-05-13,electrodomesticos
2022,televisor,112.05,3.0,2024-05-13,electronica
2177,camara digital,55.84,7.0,2024-05-13,electronica
2776,laptop,85.59,1.0,2024-05-13,electronica
2797,camara digital,53.44,11.0,2024-05-13,electronica
2875,auriculares,55.41,10.0,2024-05-13,electronica
214,jarron decorativo,83.4,6.0,2024-05-14,decoracion
286,cortinas,94.53,4.0,2024-05-14,decoracion
609,lampara de mesa,78.44,9.0,2024-05-14,decoracion
1122,heladera,38.84,5.0,2024-05-14,electrodomesticos
1787,horno electrico,49.02,5.0,2024-05-14,electrodomesticos
1955,lavadora,27.86,6.0,2024-05-14,electrodomesticos
2213,smartphone,30.51,9.0,2024-05-14,electronica
2635,auriculares,96.21,11.0,2024-05-14,electronica
2956,laptop,83.54,5.0,2024-05-14,electronica
678,rincon de plantas,88.93,6.0,2024-05-15,decoracion
1257,horno electrico,113.04,8.0,2024-05-15,electrodomesticos
1540,plancha de vapor,47.1,3.0,2024-05-15,electrodomesticos
1739,batidora,30.74,10.0,2024-05-15,electrodomesticos
1777,horno electrico,102.82,8.0,2024-05-15,electrodomesticos
1778,cafetera,112.18,12.0,2024-05-15,electrodomesticos
2726,laptop,70.78,12.0,2024-05-15,electronica
2733,smartphone,75.31,5.0,2024-05-15,electronica
2972,televisor,91.67,2.0,2024-05-15,electronica
660,adorno de pared,71.13,9.0,2024-05-16,decoracion
736,cortinas,73.3,5.0,2024-05-16,decoracion
1606,secadora,105.33,5.0,2024-05-16,electrodomesticos
1756,secadora,113.61,11.0,2024-05-16,electrodomesticos
1823,microondas,119.18,6.0,2024-05-16,electrodomesticos
2509,proyector,46.93,2.0,2024-05-16,electronica
2931,parlantes bluetooth,110.22,2.0,2024-05-16,electronica
244,jarron decorativo,64.62,8.0,2024-05-17,decoracion
448,rincon de plantas,99.24,9.0,2024-05-17,decoracion
667,elementos de ceramica,45.2,9.0,2024-05-17,decoracion
1006,secadora,116.9,5.0,2024-05-17,electrodomesticos
1181,freidora electrica,85.03,4.0,2024-05-17,electrodomesticos
1300,plancha de vapor,93.91,7.0,2024-05-17,electrodomesticos
1773,microondas,75.48,1.0,2024-05-17,electrodomesticos
2061,parlantes bluetooth,81.99,8.0,2024-05-17,electronica
2609,proyector,30.02,2.0,2024-05-17,electronica
2767,camara digital,42.61,11.0,2024-05-17,electronica
2823,smartphone,61.76,11.0,2024-05-17,electronica
2971,parlantes bluetooth,74.59,7.0,2024-05-17,electronica
2999,consola de videojuegos,52.08,4.0,2024-05-17,electronica
477,elementos de ceramica,81.02,1.0,2024-05-18,decoracion
920,adorno de pared,39.6,8.0,2024-05-18,decoracion
1066,secadora,62.98,9.0,2024-05-18,electrodomesticos
1176,secadora,118.64,11.0,2024-05-18,electrodomesticos
1708,cafetera,30.63,11.0,2024-05-18,electrodomesticos
2288,smartwatch,42.66,11.0,2024-05-18,electronica
2289,proyector,60.8,4.0,2024-05-18,electronica
2409,proyector,79.11,10.0,2024-05-18,electronica
2612,televisor,96.38,11.0,2024-05-18,electronica
2904,tablet,93.31,3.0,2024-05-18,electronica
405,alfombra,33.36,10.0,2024-05-19,decoracion
575,alfombra,110.42,11.0,2024-05-19,decoracion
721,lampara de mesa,74.42,5.0,2024-05-19,decoracion
908,rincon de plantas,106.89,1.0,2024-05-19,decoracion
1377,horno electrico,110.65,8.0,2024-05-19,electrodomesticos
1667,horno electrico,108.28,8.0,2024-05-19,electrodomesticos
1905,lavadora,49.5,5.0,2024-05-19,electrodomesticos
2582,televisor,69.3,6.0,2024-05-19,electronica
2978,smartwatch,115.44,9.0,2024-05-19,electronica
453,espejo decorativo,55.4,9.0,2024-05-20,decoracion
762,cuadro decorativo,65.61,9.0,2024-05-20,decoracion
918,rincon de plantas,104.95,9.0,2024-05-20,decoracion
976,cortinas,114.76,11.0,2024-05-20,decoracion
1104,aspiradora,76.2,5.0,2024-05-20,electrodomesticos
1351,freidora electrica,69.09,2.0,2024-05-20,electrodomesticos
1694,aspiradora,79.23,9.0,2024-05-20,electrodomesticos
2482,televisor,43.31,1.0,2024-05-20,electronica
44,jarron decorativo,118.28,11.0,2024-05-21,decoracion
54,jarron decorativo,49.21,4.0,2024-05-21,decoracion
106,cortinas,101.89,7.0,2024-05-21,decoracion
319,lampara de mesa,93.24,9.0,2024-05-21,decoracion
414,jarron decorativo,33.06,2.0,2024-05-21,decoracion
981,lampara de mesa,83.12,9.0,2024-05-21,decoracion
1024,aspiradora,35.94,11.0,2024-05-21,electrodomesticos
1479,batidora,121.07,1.0,2024-05-21,electrodomesticos
1883,microondas,34.52,10.0,2024-05-21,electrodomesticos
2150,consola de videojuegos,66.93,5.0,2024-05-21,electronica
2432,televisor,54.12,9.0,2024-05-21,electronica
2676,laptop,32.36,9.0,2024-05-21,electronica
312,cuadro decorativo,42.77,1.0,2024-05-22,decoracion
425,alfombra,45.68,10.0,2024-05-22,decoracion
483,espejo decorativo,97.74,11.0,2024-05-22,decoracion
527,elementos de ceramica,103.6,3.0,2024-05-22,decoracion
802,cuadro decorativo,27.37,5.0,2024-05-22,decoracion
812,cuadro decorativo,107.32,10.0,2024-05-22,decoracion
1198,cafetera,106.65,9.0,2024-05-22,electrodomesticos
1603,microondas,112.46,6.0,2024-05-22,electrodomesticos
1631,freidora electrica,111.17,5.0,2024-05-22,electrodomesticos
2802,televisor,101.58,9.0,2024-05-22,electronica
2868,smartwatch,124.57,6.0,2024-05-22,electronica
2895,auriculares,53.91,4.0,2024-05-22,electronica
123,espejo decorativo,63.56,11.0,2024-05-23,decoracion
672,cuadro decorativo,47.68,6.0,2024-05-23,decoracion
859,lampara de mesa,76.25,4.0,2024-05-23,decoracion
1238,cafetera,70.06,12.0,2024-05-23,electrodomesticos
1417,horno electrico,85.81,10.0,2024-05-23,electrodomesticos
2189,proyector,100.31,3.0,2024-05-23,electronica
2678,smartwatch,47.3,10.0,2024-05-23,electronica
465,alfombra,76.75,2.0,2024-05-24,decoracion
2907,camara digital,98.69,9.0,2024-05-24,electronica
476,cortinas,71.82,11.0,2024-05-25,decoracion
583,espejo decorativo,49.09,9.0,2024-05-25,decoracion
738,rincon de plantas,29.42,11.0,2024-05-25,decoracion
1241,freidora electrica,96.2,6.0,2024-05-25,electrodomesticos
1526,secadora,115.5,7.0,2024-05-25,electrodomesticos
2004,tablet,123.01,11.0,2024-05-25,electronica
2092,televisor,65.23,6.0,2024-05-25,electronica
2116,laptop,50.25,8.0,2024-05-25,electronica
2146,laptop,87.7,5.0,2024-05-25,electronica
2652,televisor,74.49,4.0,2024-05-25,electronica
29,lampara de mesa,70.17,12.0,2024-05-26,decoracion
568,rincon de plantas,100.45,1.0,2024-05-26,decoracion
782,cuadro decorativo,67.07,6.0,2024-05-26,decoracion
1025,lavadora,119.78,9.0,2024-05-26,electrodomesticos
1616,secadora,40.43,8.0,2024-05-26,electrodomesticos
1721,freidora electrica,26.06,5.0,2024-05-26,electrodomesticos
2041,parlantes bluetooth,102.72,2.0,2024-05-26,electronica
2073,smartphone,70.04,3.0,2024-05-26,electronica
137,elementos de ceramica,68.46,11.0,2024-05-27,decoracion
1050,plancha de vapor,72.33,1.0,2024-05-27,electrodomesticos
1226,secadora,89.37,10.0,2024-05-27,electrodomesticos
1380,plancha de vapor,61.63,2.0,2024-05-27,electrodomesticos
1446,secadora,124.12,10.0,2024-05-27,electrodomesticos
1543,microondas,118.71,9.0,2024-05-27,electrodomesticos
1608,cafetera,122.82,4.0,2024-05-27,electrodomesticos
1702,heladera,77.89,2.0,2024-05-27,electrodomesticos
1940,plancha de vapor,45.19,1.0,2024-05-27,electrodomesticos
2011,parlantes bluetooth,27.45,7.0,2024-05-27,electronica
2876,laptop,37.65,3.0,2024-05-27,electronica
224,jarron decorativo,75.72,1.0,2024-05-28,decoracion
510,adorno de pared,79.02,5.0,2024-05-28,decoracion
897,elementos de ceramica,27.43,7.0,2024-05-28,decoracion
1080,plancha de vapor,53.1,6.0,2024-05-28,electrodomesticos
1368,cafetera,67.26,7.0,2024-05-28,electrodomesticos
1613,microondas,101.99,5.0,2024-05-28,electrodomesticos
1732,heladera,109.53,11.0,2024-05-28,electrodomesticos
2067,camara digital,102.63,7.0,2024-05-28,electronica
13,espejo decorativo,29.73,1.0,2024-05-29,decoracion
110,adorno de pared,33.01,1.0,2024-05-29,decoracion
784,jarron decorativo,109.83,6.0,2024-05-29,decoracion
902,cuadro decorativo,111.22,9.0,2024-05-29,decoracion
1275,lavadora,82.49,11.0,2024-05-29,electrodomesticos
1478,cafetera,121.9,2.0,2024-05-29,electrodomesticos
1719,batidora,106.81,10.0,2024-05-29,electrodomesticos
2125,auriculares,33.47,2.0,2024-05-29,electronica
2251,parlantes bluetooth,51.27,8.0,2024-05-29,electronica
2847,camara digital,122.31,4.0,2024-05-29,electronica
82,cuadro decorativo,47.42,5.0,2024-05-30,decoracion
111,lampara de mesa,38.65,12.0,2024-05-30,decoracion
432,cuadro decorativo,77.42,12.0,2024-05-30,decoracion
1632,heladera,120.78,8.0,2024-05-30,electrodomesticos
166,cortinas,105.06,8.0,2024-05-31,decoracion
482,cuadro decorativo,54.21,7.0,2024-05-31,decoracion
995,alfombra,109.03,10.0,2024-05-31,decoracion
1343,microondas,106.86,12.0,2024-05-31,electrodomesticos
1418,cafetera,91.72,12.0,2024-05-31,electrodomesticos
2659,proyector,75.9,3.0,2024-05-31,electronica
2745,auriculares,70.62,7.0,2024-05-31,electronica
2842,televisor,38.35,5.0,2024-05-31,electronica
2995,laptop,119.04,6.0,2024-05-31,electronica
376,cortinas,106.27,2.0,2024-06-01,decoracion
530,adorno de pared,82.65,5.0,2024-06-01,decoracion
1040,plancha de vapor,49.22,2.0,2024-06-01,electrodomesticos
1929,batidora,92.87,10.0,2024-06-01,electrodomesticos
2481,parlantes bluetooth,79.7,8.0,2024-06-01,electronica
2929,proyector,115.45,7.0,2024-06-01,electronica
160,adorno de pared,33.27,12.0,2024-06-02,decoracion
253,espejo decorativo,92.77,5.0,2024-06-02,decoracion
334,jarron decorativo,84.95,12.0,2024-06-02,decoracion
378,rincon de plantas,37.9,10.0,2024-06-02,decoracion
459,lampara de mesa,101.54,4.0,2024-06-02,decoracion
524,jarron decorativo,40.32,4.0,2024-06-02,decoracion
1003,microondas,84.24,9.0,2024-06-02,electrodomesticos
1051,freidora electrica,82.08,8.0,2024-06-02,electrodomesticos
1076,secadora,77.29,4.0,2024-06-02,electrodomesticos
1476,secadora,73.14,6.0,2024-06-02,electrodomesticos
1552,heladera,54.63,5.0,2024-06-02,electrodomesticos
1602,heladera,48.35,9.0,2024-06-02,electrodomesticos
1664,aspiradora,69.63,12.0,2024-06-02,electrodomesticos
1822,heladera,56.36,12.0,2024-06-02,electrodomesticos
2046,laptop,34.09,6.0,2024-06-02,electronica
2126,laptop,107.26,4.0,2024-06-02,electronica
1082,heladera,107.48,12.0,2024-06-03,electrodomesticos
1327,horno electrico,75.85,2.0,2024-06-03,electrodomesticos
1370,plancha de vapor,115.6,10.0,2024-06-03,electrodomesticos
1923,microondas,97.54,4.0,2024-06-03,electrodomesticos
2055,auriculares,104.83,9.0,2024-06-03,electronica
2207,camara digital,110.08,4.0,2024-06-03,electronica
992,cuadro decorativo,52.42,3.0,2024-06-04,decoracion
1063,microondas,108.39,12.0,2024-06-04,electrodomesticos
1518,cafetera,46.7,2.0,2024-06-04,electrodomesticos
1563,microondas,111.61,2.0,2024-06-04,electrodomesticos
2017,camara digital,54.04,8.0,2024-06-04,electronica
2468,smartwatch,54.55,11.0,2024-06-04,electronica
2807,camara digital,44.43,6.0,2024-06-04,electronica
433,espejo decorativo,86.28,10.0,2024-06-05,decoracion
1199,batidora,58.03,10.0,2024-06-05,electrodomesticos
1227,horno electrico,49.61,2.0,2024-06-05,electrodomesticos
1334,aspiradora,43.21,7.0,2024-06-05,electrodomesticos
1347,horno electrico,94.85,7.0,2024-06-05,electrodomesticos
1382,microondas,94.28,9.0,2024-06-05,electrodomesticos
740,adorno de pared,103.19,9.0,2024-06-06,decoracion
766,cortinas,90.1,8.0,2024-06-06,decoracion
890,adorno de pared,91.85,6.0,2024-06-06,decoracion
1030,plancha de vapor,66.69,1.0,2024-06-06,electrodomesticos
1127,horno electrico,66.32,6.0,2024-06-06,electrodomesticos
1297,horno electrico,35.93,12.0,2024-06-06,electrodomesticos
1888,cafetera,44.54,4.0,2024-06-06,electrodomesticos
2040,consola de videojuegos,43.95,11.0,2024-06-06,electronica
2674,tablet,116.52,3.0,2024-06-06,electronica
66,cortinas,46.14,2.0,2024-06-07,decoracion
257,elementos de ceramica,108.4,7.0,2024-06-07,decoracion
296,cortinas,90.57,2.0,2024-06-07,decoracion
333,espejo decorativo,73.58,5.0,2024-06-07,decoracion
2624,tablet,122.97,2.0,2024-06-07,electronica
2750,consola de videojuegos,38.97,9.0,2024-06-07,electronica
2854,tablet,56.11,7.0,2024-06-07,electronica
648,rincon de plantas,78.47,6.0,2024-06-08,decoracion
686,cortinas,115.02,12.0,2024-06-08,decoracion
910,adorno de pared,47.55,3.0,2024-06-08,decoracion
1075,lavadora,31.9,5.0,2024-06-08,electrodomesticos
1474,aspiradora,91.09,11.0,2024-06-08,electrodomesticos
1729,batidora,72.01,9.0,2024-06-08,electrodomesticos
1735,lavadora,111.42,7.0,2024-06-08,electrodomesticos
1870,plancha de vapor,29.65,11.0,2024-06-08,electrodomesticos
2138,smartwatch,27.36,4.0,2024-06-08,electronica
2308,smartwatch,105.89,9.0,2024-06-08,electronica
2321,parlantes bluetooth,47.14,5.0,2024-06-08,electronica
2957,camara digital,37.59,6.0,2024-06-08,electronica
28,rincon de plantas,54.26,10.0,2024-06-09,decoracion
1179,batidora,123.86,3.0,2024-06-09,electrodomesticos
1276,secadora,65.45,12.0,2024-06-09,electrodomesticos
2105,auriculares,46.74,12.0,2024-06-09,electronica
1120,plancha de vapor,30.67,7.0,2024-06-10,electrodomesticos
2292,televisor,39.53,12.0,2024-06-10,electronica
2418,smartwatch,46.8,3.0,2024-06-10,electronica
2601,parlantes bluetooth,121.98,7.0,2024-06-10,electronica
637,elementos de ceramica,44.23,4.0,2024-06-11,decoracion
810,adorno de pared,105.57,7.0,2024-06-11,decoracion
1437,horno electrico,80.12,8.0,2024-06-11,electrodomesticos
1720,plancha de vapor,81.86,12.0,2024-06-11,electrodomesticos
2065,auriculares,108.07,10.0,2024-06-11,electronica
2235,auriculares,74.81,12.0,2024-06-11,electronica
2458,smartwatch,58.95,9.0,2024-06-11,electronica
2552,televisor,122.59,7.0,2024-06-11,electronica
2819,proyector,80.92,8.0,2024-06-11,electronica
2859,proyector,62.35,3.0,2024-06-11,electronica
2955,auriculares,106.03,7.0,2024-06-11,electronica
297,elementos de ceramica,73.17,10.0,2024-06-12,decoracion
